,TrialType,IsCorrect
1032,Rand,False
1033,Rand,False
1034,Psychometric,True
1035,Psychometric,False
1036,Psychometric,True
1037,Rand,True
1038,Psychometric,True
1039,Rand,True
1040,Rand,True
1041,Psychometric,False
1042,Psychometric,False
1043,Psychometric,True
1044,Rand,True
1045,Psychometric,False
1046,Rand,True
1047,Psychometric,True
1048,Rand,True
1049,Psychometric,False
1050,Psychometric,True
1051,Rand,True
1052,Rand,True
1053,Rand,True
1054,Rand,True
1055,Rand,True
1056,Rand,True
1057,Rand,False
1058,Psychometric,False
1059,Psychometric,False
1060,Rand,True
1061,Psychometric,False
1062,Rand,True
1063,Psychometric,False
1064,Rand,True
1065,Psychometric,False
1066,Rand,True
1067,Rand,True
1068,Psychometric,True
1069,Psychometric,True
1070,Psychometric,False
1071,Rand,True
1072,Rand,True
1073,Rand,True
1074,Psychometric,True
1075,Rand,True
1076,Psychometric,True
1077,Rand,True
1078,Rand,True
1079,Rand,True
1080,Psychometric,True
1081,Rand,False
1082,Rand,True
1083,Psychometric,False
1084,Psychometric,False
1085,Psychometric,False
1086,Psychometric,True
1087,Rand,True
1088,Rand,False
1089,Rand,True
1090,Psychometric,True
1091,Rand,True
1092,Rand,True
1093,Rand,True
1094,Psychometric,False
1095,Rand,True
1096,Psychometric,True
1097,Rand,True
1098,Rand,True
1099,Rand,False
1100,Rand,True
1101,Rand,False
1102,Rand,True
1103,Psychometric,True
1104,Rand,False
1105,Psychometric,True
1106,Psychometric,True
1107,Psychometric,True
1108,Psychometric,False
1109,Rand,True
1110,Rand,True
1111,Psychometric,False
1112,Rand,True
1113,Rand,True
1114,Psychometric,True
1115,Psychometric,False
1116,Rand,False
1117,Rand,True
1118,Psychometric,False
1119,Psychometric,True
1120,Rand,True
1121,Rand,False
1122,Psychometric,True
1123,Psychometric,True
1124,Psychometric,False
1125,Psychometric,False
1126,Rand,False
1127,Rand,True
1128,Rand,True
1129,Psychometric,True
1130,Rand,True
1131,Rand,True
1132,Psychometric,False
1133,Rand,True
1134,Rand,True
1135,Psychometric,False
1136,Rand,True
1137,Psychometric,True
1138,Rand,True
1139,Rand,True
1140,Psychometric,True
1141,Rand,True
1142,Rand,False
1143,Psychometric,True
1144,Psychometric,True
1145,Rand,False
1146,Rand,True
1147,Rand,True
1148,Rand,True
1149,Rand,False
1150,Rand,True
1151,Psychometric,True
1152,Psychometric,True
1153,Rand,True
1154,Rand,True
1155,Rand,True
1156,Psychometric,True
1157,Rand,False
1158,Psychometric,True
1159,Rand,True
1160,Psychometric,False
1161,Psychometric,False
1162,Rand,False
1163,Rand,True
1164,Psychometric,False
1165,Psychometric,False
1166,Psychometric,True
1167,Psychometric,False
1168,Rand,True
1169,Psychometric,True
1170,Psychometric,True
1171,Rand,True
1172,Psychometric,True
1173,Rand,True
1174,Psychometric,False
1175,Rand,True
1176,Rand,False
1177,Psychometric,True
1178,Rand,True
1179,Psychometric,False
1180,Rand,True
1181,Rand,True
1182,Psychometric,False
1183,Rand,True
1184,Rand,True
1185,Psychometric,False
1186,Rand,True
1187,Rand,True
1188,Psychometric,True
1189,Psychometric,False
1190,Psychometric,True
1191,Rand,True
1192,Rand,True
1193,Rand,True
1194,Rand,True
1195,Rand,True
1196,Rand,True
1197,Rand,False
1198,Rand,True
1199,Rand,True
1200,Rand,True
1201,Psychometric,False
1202,Rand,True
1203,Psychometric,True
1204,Rand,True
1205,Rand,True
1206,Rand,True
1207,Rand,True
1208,Psychometric,False
1209,Rand,False
1210,Rand,True
1211,Psychometric,True
1212,Psychometric,True
1213,Rand,True
1214,Psychometric,False
1215,Rand,True
1216,Rand,True
1217,Rand,True
1218,Psychometric,False
1219,Psychometric,False
1220,Rand,True
1221,Rand,True
1222,Psychometric,True
1223,Rand,True
1224,Rand,False
1225,Psychometric,True
1226,Rand,True
1227,Rand,True
1228,Rand,True
1229,Psychometric,True
1230,Psychometric,False
1231,Psychometric,False
1232,Rand,True
1233,Psychometric,True
1234,Psychometric,False
1235,Psychometric,False
1236,Psychometric,False
1237,Rand,True
1238,Psychometric,True
1239,Rand,False
1240,Rand,True
1241,Rand,True
1242,Rand,False
1243,Rand,True
1244,Psychometric,True
1245,Rand,True
1246,Psychometric,True
1247,Psychometric,True
1248,Psychometric,False
1249,Rand,False
1250,Psychometric,False
1251,Psychometric,True
1252,Rand,True
1253,Psychometric,True
1254,Rand,True
1255,Rand,True
1256,Rand,False
1257,Psychometric,True
1258,Rand,True
1259,Psychometric,True
1260,Rand,True
1261,Rand,True
1262,Psychometric,True
1263,Psychometric,True
1264,Psychometric,True
1265,Rand,True
1266,Psychometric,False
1267,Psychometric,False
1268,Psychometric,False
1269,Rand,True
1270,Psychometric,False
1271,Psychometric,True
1272,Rand,False
1273,Psychometric,False
1274,Psychometric,False
1275,Psychometric,True
1276,Rand,True
1277,Rand,False
1278,Psychometric,True
1279,Psychometric,True
1280,Rand,True
1281,Rand,True
1282,Rand,True
1283,Rand,False
1284,Rand,True
1285,Rand,True
1286,Psychometric,False
1287,Rand,True
1288,Rand,True
1289,Rand,True
1290,Rand,False
1291,Rand,True
1292,Psychometric,True
1293,Rand,False
1294,Rand,True
1295,Rand,True
1296,Rand,True
1297,Rand,True
1298,Psychometric,True
1299,Psychometric,True
1300,Rand,True
1301,Rand,False
1302,Rand,True
1303,Psychometric,False
1304,Psychometric,True
1305,Psychometric,True
1306,Rand,True
1307,Rand,True
1308,Psychometric,False
1309,Rand,True
1310,Rand,True
1311,Psychometric,False
1312,Psychometric,True
1313,Rand,True
1314,Rand,True
1315,Psychometric,True
1316,Psychometric,False
